Country_code,Country,Country_short,Region,Income_group,Year_decision,Year_first_decision,Year_target,Year_latest_target,Target_minimum,Target_maximum,Target_average,Unit,Target_type,RE_technology,Target_consistent,Miscellaneous,Source,Note for time-series,Newly added by
AFG,Afghanistan,Afghanistan,South Asia,Low income,2016,2016,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
AFG,Afghanistan,Afghanistan,South Asia,Low income,2022,2016,2030,2050,,25,25,Percent,Electricity ,All technologies,25,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,1,Poon
AFG,Afghanistan,Afghanistan,South Asia,Low income,2017,2017,2032,2100,,10,10,Percent,Final energy,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,1,Dou
AFG,Afghanistan,Afghanistan,South Asia,Low income,2020,2017,2100,2100,,40,40,Percent,Final energy,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
AFG,Afghanistan,Afghanistan,South Asia,Low income,2021,2021,2032,2100,,10,10,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
AFG,Afghanistan,Afghanistan,South Asia,Low income,2021,2021,2100,2100,,40,40,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
ALB,Albania,Albania,Europe & Central Asia,Upper middle income,2012,2012,2020,2030,,38,38,Percent,Final energy,All technologies,38,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,Dou
ALB,Albania,Albania,Europe & Central Asia,Upper middle income,2020,2012,2030,2030,,42,42,Percent,Final energy,All technologies,42,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
ALB,Albania,Albania,Europe & Central Asia,Upper middle income,2023,2012,2030,2030,,54,54,Percent,Final energy,All technologies,54,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
ALB,Albania,Albania,Europe & Central Asia,Upper middle income,2008,2008,2020,2030,,40,40,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2009_Full-Report_English.pdf,,Dou
ALB,Albania,Albania,Europe & Central Asia,Upper middle income,2009,2008,2020,2030,,18,18,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,,Dou
ALB,Albania,Albania,Europe & Central Asia,Upper middle income,2021,2008,2030,2030,,42,42,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
DZA,Algeria,Algeria,Middle East & North Africa,Upper middle income,2009,2009,2010,2030,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
DZA,Algeria,Algeria,Middle East & North Africa,Upper middle income,2010,2009,2017,2030,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,
DZA,Algeria,Algeria,Middle East & North Africa,Upper middle income,2010,2009,2030,2030,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,
DZA,Algeria,Algeria,Middle East & North Africa,Upper middle income,2012,2009,2030,2030,,40,40,Percent,Electricity ,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
DZA,Algeria,Algeria,Middle East & North Africa,Upper middle income,2014,2009,2030,2030,,27,27,Percent,Electricity ,All technologies,27,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,Poon
DZA,Algeria,Algeria,Middle East & North Africa,Upper middle income,2011,2011,2030,2030,,40,40,Percent,Final energy,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,1,Dou
DZA,Algeria,Algeria,Middle East & North Africa,Upper middle income,2015,2011,2030,2030,,37,37,Percent,Final energy,All technologies,37,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,Dou
DZA,Algeria,Algeria,Middle East & North Africa,Upper middle income,2021,2021,2030,2030,,40,40,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
AND,Andorra,Andorra,Europe & Central Asia,High income,2021,2021,2030,2030,,75,75,Percent,Electricity ,All technologies,75,,https://unfccc.int/sites/default/files/resource/AND_LTS_Nov2021.pdf,1,
AND,Andorra,Andorra,Europe & Central Asia,High income,2021,2021,2030,2030,,80,80,Percent,Electricity ,All technologies,80,,https://unfccc.int/sites/default/files/resource/AND_LTS_Nov2021.pdf,1,
AGO,Angola,Angola,Sub-Saharan Africa,Lower middle income,2020,2020,2025,2025,,8,8,Percent,Electricity ,All technologies except hydro,8,Around 800 MW,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,2,Poon
AGO,Angola,Angola,Sub-Saharan Africa,Lower middle income,2023,2023,2025,2025,,8,8,Percent,Final energy,All technologies,8,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
AGO,Angola,Angola,Sub-Saharan Africa,Lower middle income,2018,2018,2025,2025,,8,8,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,,Dou
ATG,Antigua and Barbuda,Antigua&Barbuda,Latin America & Caribbean,High income,2012,2012,2015,2030,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
ATG,Antigua and Barbuda,Antigua&Barbuda,Latin America & Caribbean,High income,2012,2012,2020,2030,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
ATG,Antigua and Barbuda,Antigua&Barbuda,Latin America & Caribbean,High income,2012,2012,2030,2030,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
ATG,Antigua and Barbuda,Antigua&Barbuda,Latin America & Caribbean,High income,2015,2012,2016,2030,,8,8,Percent,Electricity ,All technologies,8,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,Poon
ATG,Antigua and Barbuda,Antigua&Barbuda,Latin America & Caribbean,High income,2021,2012,2030,2030,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
ATG,Antigua and Barbuda,Antigua&Barbuda,Latin America & Caribbean,High income,2020,2020,2030,2030,,15,15,Percent,Final energy,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2009,2009,2016,2030,,8,8,Percent,Electricity ,All technologies except large hydro,8,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,2,Poon
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2015,2009,2025,2030,,20,20,Percent,Electricity ,All technologies except large hydro,20,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,2,Poon
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2017,2009,2018,2030,,8,8,Percent,Electricity ,All technologies except large hydro,8,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,2,Poon
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2017,2009,2019,2030,,9,9,Percent,Electricity ,All technologies except large hydro,9,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,2,Poon
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2017,2009,2021,2030,,16,16,Percent,Electricity ,All technologies except large hydro,16,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,2,Poon
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2017,2009,2023,2030,,18,18,Percent,Electricity ,All technologies except large hydro,18,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,2,Poon
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2018,2009,2019,2030,,12,12,Percent,Electricity ,All technologies except large hydro,12,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,2,Poon
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2020,2009,2030,2030,,26,26,Percent,Electricity ,All technologies except large hydro,26,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,2,Poon
ARG,Argentina,Argentina,Latin America & Caribbean,Upper middle income,2023,2023,2025,2025,,20,20,Percent,Final energy,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
ARM,Armenia,Armenia,Europe & Central Asia,Upper middle income,2016,2016,2025,2036,,40,40,Percent,Electricity ,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,Poon
ARM,Armenia,Armenia,Europe & Central Asia,Upper middle income,2020,2016,2020,2036,,21,21,Percent,Electricity ,All technologies,21,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
ARM,Armenia,Armenia,Europe & Central Asia,Upper middle income,2020,2016,2025,2036,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
ARM,Armenia,Armenia,Europe & Central Asia,Upper middle income,2021,2016,2036,2036,,28,28,Percent,Electricity ,All technologies,28,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
ARM,Armenia,Armenia,Europe & Central Asia,Upper middle income,2023,2023,2030,2030,,15,15,Percent,Final energy,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
ARM,Armenia,Armenia,Europe & Central Asia,Upper middle income,2014,2014,2020,2030,,21,21,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,,Dou
ARM,Armenia,Armenia,Europe & Central Asia,Upper middle income,2014,2014,2025,2030,,26,26,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,,Dou
ARM,Armenia,Armenia,Europe & Central Asia,Upper middle income,2021,2014,2030,2030,,15,15,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
AUS,Australia,Australia,East Asia & Pacific,High income,2001,2001,2010,2030,,2,2,Percent,Electricity ,All technologies ,2,,"https://cer.gov.au/schemes/renewable-energy-target#:~:text=2001%3A%20The%20RET%20began%20as,Australia's%20electricity%20(41%2C000%20GWh).",1,
AUS,Australia,Australia,East Asia & Pacific,High income,2012,2001,2020,2030,,20,20,Percent,Electricity ,All technologies ,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,Poon
AUS,Australia,Australia,East Asia & Pacific,High income,2015,2001,2020,2030,,23,23,Percent,Electricity ,All technologies ,23,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
AUS,Australia,Australia,East Asia & Pacific,High income,2022,2001,2030,2030,,82,82,Percent,Electricity ,All technologies ,82,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,1,Poon
AUT,Austria,Austria,Europe & Central Asia,High income,2001,2001,2010,2030,,78,78,Percent,Electricity ,All technologies ,78,,https://www.iea.org/policies/3769-green-electricity-act,1,
AUT,Austria,Austria,Europe & Central Asia,High income,2013,2001,2020,2030,,71,71,Percent,Electricity ,All technologies ,71,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
AUT,Austria,Austria,Europe & Central Asia,High income,2019,2001,2030,2030,,87,87,Percent,Electricity ,All technologies ,87,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
AUT,Austria,Austria,Europe & Central Asia,High income,2023,2001,2030,2030,,94,94,Percent,Electricity ,All technologies ,94,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
AUT,Austria,Austria,Europe & Central Asia,High income,2006,2006,2020,2030,,34,34,Percent,Final energy,All technologies,34,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf,1,Dou
AUT,Austria,Austria,Europe & Central Asia,High income,2011,2006,2020,2030,,45,45,Percent,Final energy,All technologies,45,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,1,Dou
AUT,Austria,Austria,Europe & Central Asia,High income,2020,2006,2030,2030,46,50,48,Percent,Final energy,All technologies,48,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
AUT,Austria,Austria,Europe & Central Asia,High income,2023,2006,2030,2030,,45,45,Percent,Final energy,All technologies,45,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
AUT,Austria,Austria,Europe & Central Asia,High income,2019,2019,2050,2050,,100,100,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf,,Dou
AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,Upper middle income,2013,2013,2020,2030,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,Upper middle income,2022,2013,2030,2030,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,
AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,Upper middle income,2023,2023,2030,2030,,30,30,Percent,Final energy,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,Upper middle income,2013,2013,2020,2020,,10,10,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,,Dou
BHS,Bahamas,Bahamas,Latin America & Caribbean,High income,2012,2012,2020,2030,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
BHS,Bahamas,Bahamas,Latin America & Caribbean,High income,2012,2012,2030,2030,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
BHS,Bahamas,Bahamas,Latin America & Caribbean,High income,2020,2020,2030,2030,,30,30,Percent,Final energy,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
BHS,Bahamas,Bahamas,Latin America & Caribbean,High income,2021,2021,2030,2030,,30,30,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BHR,Bahrain,Bahrain,Middle East & North Africa,High income,2014,2014,2030,2030,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,
BHR,Bahrain,Bahrain,Middle East & North Africa,High income,2019,2014,2025,2030,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Poon
BHR,Bahrain,Bahrain,Middle East & North Africa,High income,2019,2014,2030,2030,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Poon
BHR,Bahrain,Bahrain,Middle East & North Africa,High income,2020,2020,2025,2035,,6,6,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,,Dou
BHR,Bahrain,Bahrain,Middle East & North Africa,High income,2020,2020,2035,2035,,10,10,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,,Dou
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2009,2009,2015,2050,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2009,2009,2020,2050,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2016,2009,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2020,2009,2021,2050,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2021,2009,2030,2050,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2021,2009,2050,2050,,40,40,Percent,Electricity ,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2015,2015,2020,2030,,10,10,Percent,Final energy,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,Dou
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2020,2015,2030,2030,,20,20,Percent,Final energy,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2021,2021,2030,2041,,30,30,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BGD,Bangladesh,Bangladesh,South Asia,Lower middle income,2021,2021,2041,2041,,40,40,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BRB,Barbados,Barbados,Latin America & Caribbean,High income,2012,2012,2029,2050,,29,29,Percent,Electricity ,All technologies,29,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
BRB,Barbados,Barbados,Latin America & Caribbean,High income,2015,2012,2030,2050,,65,65,Percent,Electricity ,All technologies,65,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
BRB,Barbados,Barbados,Latin America & Caribbean,High income,2016,2012,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
BRB,Barbados,Barbados,Latin America & Caribbean,High income,2022,2022,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
BRB,Barbados,Barbados,Latin America & Caribbean,High income,2023,2022,2030,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
BRB,Barbados,Barbados,Latin America & Caribbean,High income,2012,2012,2013,2030,,10,10,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,,Dou
BRB,Barbados,Barbados,Latin America & Caribbean,High income,2012,2012,2016,2030,,20,20,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,,Dou
BRB,Barbados,Barbados,Latin America & Caribbean,High income,2021,2012,2030,2030,,100,100,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BLR,Belarus,Belarus,Europe & Central Asia,Upper middle income,2014,2014,2015,2035,,28,28,Percent,Final energy,All technologies,28,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,Dou
BLR,Belarus,Belarus,Europe & Central Asia,Upper middle income,2014,2014,2020,2035,,32,32,Percent,Final energy,All technologies,32,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,Dou
BLR,Belarus,Belarus,Europe & Central Asia,Upper middle income,2023,2014,2035,2035,,9,9,Percent,Final energy,All technologies,9,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
BLR,Belarus,Belarus,Europe & Central Asia,Upper middle income,2021,2021,2030,2035,,8,8,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BLR,Belarus,Belarus,Europe & Central Asia,Upper middle income,2021,2021,2035,2035,,9,9,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BEL,Belgium,Belgium,Europe & Central Asia,High income,2001,2001,2010,2030,,6,6,Percent,Electricity ,All technologies ,6,,https://www.iea.org/policies/3719-national-green-certificate-scheme,1,
BEL,Belgium,Belgium,Europe & Central Asia,High income,2011,2001,2020,2030,,21,21,Percent,Electricity ,All technologies ,21,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
BEL,Belgium,Belgium,Europe & Central Asia,High income,2019,2001,2030,2030,,41,41,Percent,Electricity ,All technologies ,41,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
BEL,Belgium,Belgium,Europe & Central Asia,High income,2009,2009,2020,2050,,13,13,Percent,Final energy,All technologies,13,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
BEL,Belgium,Belgium,Europe & Central Asia,High income,2020,2009,2030,2050,,18,18,Percent,Final energy,All technologies,18,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
BEL,Belgium,Belgium,Europe & Central Asia,High income,2022,2009,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
BEL,Belgium,Belgium,Europe & Central Asia,High income,2015,2015,2020,2050,,10,10,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,,Dou
BEL,Belgium,Belgium,Europe & Central Asia,High income,2021,2015,2030,2050,,18,18,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BEL,Belgium,Belgium,Europe & Central Asia,High income,2021,2015,2050,2050,,100,100,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BLZ,Belize,Belize,Latin America & Caribbean,Upper middle income,2013,2013,NA,2030,,50,50,Percent,Electricity ,All technologies,50,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
BLZ,Belize,Belize,Latin America & Caribbean,Upper middle income,2015,2013,2017,2030,,85,85,Percent,Electricity ,All technologies,85,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
BLZ,Belize,Belize,Latin America & Caribbean,Upper middle income,2018,2013,2030,2030,,85,85,Percent,Electricity ,All technologies,85,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,1,Poon
BLZ,Belize,Belize,Latin America & Caribbean,Upper middle income,2021,2013,2030,2030,,75,75,Percent,Electricity ,All technologies,75,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
BEN,Benin,Benin,Sub-Saharan Africa,Lower middle income,2011,2011,2025,2025,,50,50,Percent,Electricity ,All technologies,50,Only rural,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,1,Poon
BEN,Benin,Benin,Sub-Saharan Africa,Lower middle income,2017,2017,2025,2025,,25,25,Percent,Final energy,All technologies,25,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,1,Dou
BEN,Benin,Benin,Sub-Saharan Africa,Lower middle income,2021,2021,2025,2030,,25,25,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BEN,Benin,Benin,Sub-Saharan Africa,Lower middle income,2021,2021,2030,2030,,30,30,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BTN,Bhutan,Bhutan,South Asia,Lower middle income,2016,2016,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
BTN,Bhutan,Bhutan,South Asia,Lower middle income,2020,2020,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
BTN,Bhutan,Bhutan,South Asia,Lower middle income,2021,2021,2050,2050,,100,100,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BOL,Bolivia (Plurinational State of),Bolivia,Latin America & Caribbean,Lower middle income,2015,2015,2030,2030,,79,79,Percent,Electricity ,All technologies,79,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
BOL,Bolivia (Plurinational State of),Bolivia,Latin America & Caribbean,Lower middle income,2022,2015,2025,2030,,80,80,Percent,Electricity ,All technologies,80,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,1,Poon
BOL,Bolivia (Plurinational State of),Bolivia,Latin America & Caribbean,Lower middle income,2021,2021,2025,2025,,80,80,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
BIH,Bosnia And Herzegovina,Bosnia&Herzegovina,Europe & Central Asia,Upper middle income,2020,2020,2030,2030,,57,57,Percent,Electricity ,All technologies,57,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,
BIH,Bosnia and Herzegovina,Bosnia&Herzegovina,Europe & Central Asia,Upper middle income,2012,2012,2020,2020,,40,40,Percent,Final energy,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,Dou
