Country_code,Country,Country_short,Region,Income_group,Year_decision,Year_first_decision,Year_target,Year_latest_target,Target_minimum,Target_maximum,Target_average,Unit,Target_type,RE_technology,Target_consistent,Miscellaneous,Source,Note for time-series,Newly added by
LBN,Lebanon,Lebanon,Middle East & North Africa,Lower middle income,2019,2012,2030,2050,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Poon
LBN,Lebanon,Lebanon,Middle East & North Africa,Lower middle income,2021,2012,2030,2050,,18,18,Percent,Electricity ,All technologies,18,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
LBN,Lebanon,Lebanon,Middle East & North Africa,Lower middle income,2009,2009,2020,2030,,12,12,Percent,Final energy,All technologies,12,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
LBN,Lebanon,Lebanon,Middle East & North Africa,Lower middle income,2015,2009,2030,2030,,15,15,Percent,Final energy,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,Dou
LBN,Lebanon,Lebanon,Middle East & North Africa,Lower middle income,2020,2009,2030,2030,,30,30,Percent,Final energy,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
LSO,Lesotho,Lesotho,Sub-Saharan Africa,Lower middle income,2012,2012,2020,2020,,35,35,Percent,Electricity ,All technologies,35,Off-grid and rural,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,Poon
LBR,Liberia,Liberia,Sub-Saharan Africa,Low income,2013,2013,2021,2021,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
LBR,Liberia,Liberia,Sub-Saharan Africa,Low income,2015,2015,2030,2030,,10,10,Percent,Final energy,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,Dou
LBR,Liberia,Liberia,Sub-Saharan Africa,Low income,2015,2015,2021,2030,,30,30,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,,Poon
LBR,Liberia,Liberia,Sub-Saharan Africa,Low income,2017,2015,2030,2030,,30,30,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,,Dou
LBY,Libya,Libya,Middle East & North Africa,Upper middle income,2009,2009,2020,2030,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
LBY,Libya,Libya,Middle East & North Africa,Upper middle income,2009,2009,2030,2030,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
LBY,Libya,Libya,Middle East & North Africa,Upper middle income,2012,2009,2020,2030,,7,7,Percent,Electricity ,All technologies,7,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
LBY,Libya,Libya,Middle East & North Africa,Upper middle income,2012,2009,2025,2030,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
LBY,Libya,Libya,Middle East & North Africa,Upper middle income,2013,2009,2020,2030,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
LBY,Libya,Libya,Middle East & North Africa,Upper middle income,2019,2009,2030,2030,,22,22,Percent,Electricity ,All technologies,22,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Poon
LBY,Libya,Libya,Middle East & North Africa,Upper middle income,2011,2011,2020,2020,,10,10,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,,Dou
LIE,Liechtenstein,Liechtenstein,Europe & Central Asia,High income,2020,2020,2019,2030,,22,22,Percent,Final energy,All technologies,22,,https://unfccc.int/sites/default/files/resource/NC8_BR5_LIE_2022.pdf,1,Poon
LIE,Liechtenstein,Liechtenstein,Europe & Central Asia,High income,2020,0,2030,2030,,30,30,Percent,Final energy,All technologies,30,,https://unfccc.int/sites/default/files/resource/NC8_BR5_LIE_2022.pdf,1,Poon
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2004,2004,2010,2030,,7,7,Percent,Electricity ,All technologies ,7,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,1,
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2012,2004,2020,2030,,20,20,Percent,Electricity ,All technologies ,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2013,2004,2020,2030,,21,21,Percent,Electricity ,All technologies ,21,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,Poon
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2019,2004,2030,2030,,89,89,Percent,Electricity ,All technologies ,89,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2006,2006,2020,2050,,23,23,Percent,Final energy,All technologies,23,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf,1,Dou
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2018,2006,2050,2050,,80,80,Percent,Final energy,All technologies,80,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,1,Dou
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2019,2006,2030,2050,,45,45,Percent,Final energy,All technologies,45,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Dou
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2004,2004,2010,2025,,12,12,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,,Dou
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,2009,2004,2025,2025,,20,20,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,,Dou
LUX,Luxembourg,Luxembourg,Europe & Central Asia,High income,2001,2001,2010,2030,,6,6,Percent,Electricity ,All technologies ,6,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN,1,
LUX,Luxembourg,Luxembourg,Europe & Central Asia,High income,2012,2001,2020,2030,,12,12,Percent,Electricity ,All technologies ,12,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
LUX,Luxembourg,Luxembourg,Europe & Central Asia,High income,2021,2001,2030,2030,,34,34,Percent,Electricity ,All technologies ,34,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,Poon
LUX,Luxembourg,Luxembourg,Europe & Central Asia,High income,2009,2009,2020,2030,,11,11,Percent,Final energy,All technologies,11,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
LUX,Luxembourg,Luxembourg,Europe & Central Asia,High income,2020,2009,2030,2030,23,25,24,Percent,Final energy,All technologies,24,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
LUX,Luxembourg,Luxembourg,Europe & Central Asia,High income,2023,2009,2030,2030,,25,25,Percent,Final energy,All technologies,25,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,2009,2009,2020,2050,,75,75,Percent,Electricity ,All technologies,75,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,2015,2009,NA,2050,,79,79,Percent,Electricity ,All technologies,79,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,Poon
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,2016,2009,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,2018,2009,2030,2050,,85,85,Percent,Electricity ,All technologies,85,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,1,Poon
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,2020,2009,2030,2050,,79,79,Percent,Electricity ,All technologies,79,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,2009,2009,2020,2050,,54,54,Percent,Final energy,All technologies,54,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,2020,2009,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,2023,2009,2030,2050,,85,85,Percent,Final energy,All technologies,85,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
MWI,Malawi,Malawi,Sub-Saharan Africa,Low income,2016,2016,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
MWI,Malawi,Malawi,Sub-Saharan Africa,Low income,2020,2020,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
MWI,Malawi,Malawi,Sub-Saharan Africa,Low income,2009,2009,2020,2020,,7,7,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,,Dou
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2005,2005,2005,2050,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,1,
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2010,2005,2011,2050,,1,1,Percent,Electricity ,All technologies,1,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,Poon
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2010,2005,2015,2050,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,Poon
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2010,2005,2020,2050,,9,9,Percent,Electricity ,All technologies,9,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,Poon
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2010,2005,2050,2050,,13,13,Percent,Electricity ,All technologies,13,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,Poon
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2012,2005,2030,2050,,11,11,Percent,Electricity ,All technologies,11,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2012,2005,2050,2050,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2018,2005,2030,2050,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,1,
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2020,2005,2025,2050,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2021,2005,2025,2050,,31,31,Percent,Electricity ,All technologies,31,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2021,2005,2035,2050,,40,40,Percent,Electricity ,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,2022,2005,2050,2050,,70,70,Percent,Electricity ,All technologies,70,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,1,Poon
MDV,Maldives,Maldives,South Asia,Upper middle income,2013,2013,2017,2050,,16,16,Percent,Electricity ,All technologies,16,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
MDV,Maldives,Maldives,South Asia,Upper middle income,2016,2013,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
MDV,Maldives,Maldives,South Asia,Upper middle income,2021,2013,2030,2050,,70,70,Percent,Electricity ,All technologies,70,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pd,1,
MDV,Maldives,Maldives,South Asia,Upper middle income,2020,2020,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
MLI,Mali,Mali,Sub-Saharan Africa,Low income,2005,2005,2015,2033,,3,3,Percent,Electricity ,All technologies,3,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2006_Full-Report_English.pdf,1,
MLI,Mali,Mali,Sub-Saharan Africa,Low income,2005,2005,2020,2033,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2006_Full-Report_English.pdf,1,
MLI,Mali,Mali,Sub-Saharan Africa,Low income,2005,2005,2020,2033,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2006_Full-Report_English.pdf,1,
MLI,Mali,Mali,Sub-Saharan Africa,Low income,2011,2005,2020,2033,,25,25,Percent,Electricity ,All technologies,25,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
MLI,Mali,Mali,Sub-Saharan Africa,Low income,2013,2005,2015,2033,,10,10,Percent,Electricity ,All technologies except large hydro,10,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,2,
MLI,Mali,Mali,Sub-Saharan Africa,Low income,2013,2005,2033,2033,,25,25,Percent,Electricity ,All technologies except large hydro,25,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,2,
MLI,Mali,Mali,Sub-Saharan Africa,Low income,2020,2020,2033,2033,,10,10,Percent,Final energy,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
MLI,Mali,Mali,Sub-Saharan Africa,Low income,2004,2004,2020,2020,,15,15,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,,Dou
MLT,Malta,Malta,Middle East & North Africa,High income,2006,2006,2010,2020,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2006_Full-Report_English.pdf,1,
MLT,Malta,Malta,Middle East & North Africa,High income,2013,2006,2020,2020,,4,4,Percent,Electricity ,All technologies,4,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
MLT,Malta,Malta,Middle East & North Africa,High income,2020,2006,2020,2020,,12,12,Percent,Electricity ,All technologies,12,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
MLT,Malta,Malta,Middle East & North Africa,High income,2009,2009,2020,2030,,10,10,Percent,Final energy,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
MLT,Malta,Malta,Middle East & North Africa,High income,2020,2009,2030,2030,,12,12,Percent,Final energy,All technologies,12,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
MLT,Malta,Malta,Middle East & North Africa,High income,2023,2009,2030,2030,,11,11,Percent,Final energy,All technologies,11,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
MHL,Marshall Islands,Marshall Islands,East Asia & Pacific,Upper middle income,2011,2011,2020,2050,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
MHL,Marshall Islands,Marshall Islands,East Asia & Pacific,Upper middle income,2016,2011,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
MHL,Marshall Islands,Marshall Islands,East Asia & Pacific,Upper middle income,2020,2020,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
MHL,Marshall Islands,Marshall Islands,East Asia & Pacific,Upper middle income,2021,2021,2050,2050,,100,100,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
MRT,Mauritania,Mauritania,Sub-Saharan Africa,Lower middle income,2019,2019,2020,2020,,60,60,Percent,Electricity ,All technologies,60,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Poon
MRT,Mauritania,Mauritania,Sub-Saharan Africa,Lower middle income,2011,2011,2015,2020,,15,15,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,,Dou
MRT,Mauritania,Mauritania,Sub-Saharan Africa,Lower middle income,2011,2011,2020,2020,,20,20,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,,Dou
MUS,Mauritius,Mauritius,Sub-Saharan Africa,Upper middle income,2009,2009,2028,2030,,65,65,Percent,Electricity ,All technologies,65,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
MUS,Mauritius,Mauritius,Sub-Saharan Africa,Upper middle income,2011,2009,2025,2030,,35,35,Percent,Electricity ,All technologies,35,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
MUS,Mauritius,Mauritius,Sub-Saharan Africa,Upper middle income,2022,2009,2030,2030,,60,60,Percent,Electricity ,All technologies,60,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,1,Poon
MUS,Mauritius,Mauritius,Sub-Saharan Africa,Upper middle income,2010,2010,2025,2030,,35,35,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,,Dou
MUS,Mauritius,Mauritius,Sub-Saharan Africa,Upper middle income,2021,2010,2030,2030,,60,60,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2009,2009,2010,2050,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2010,2009,2012,2050,,8,8,Percent,Electricity ,All technologies,8,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2011,2009,2024,2050,,35,35,Percent,Electricity ,All technologies,35,,https://www.ren21.net/Portals/0/documents/Resources/GSR2012_low%20res_FINAL.pdf,1,
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2014,2009,2026,2050,,25,25,Percent,Electricity ,All technologies,25,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2015,2009,2050,2050,,50,50,Percent,Electricity ,All technologies,50,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2017,2009,2030,2050,,38,38,Percent,Electricity ,All technologies,38,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,1,
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2018,2009,2018,2050,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,1,Poon
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2018,2009,2021,2050,,35,35,Percent,Electricity ,All technologies,35,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,1,Poon
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2019,2009,2021,2050,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Poon
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2019,2009,2035,2050,,40,40,Percent,Electricity ,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Poon
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2019,2009,2050,2050,,50,50,Percent,Electricity ,All technologies,50,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_Demand_Modules.pdf,1,
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2020,2009,2020,2050,,27,27,Percent,Electricity ,All technologies,27,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,2021,2009,2024,2050,,35,35,Percent,Electricity ,All technologies,35,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,Poon
FSM,Micronesia (Federated States of),Micronesia,East Asia & Pacific,Lower middle income,2011,2011,2020,2030,,10,10,Percent,Electricity ,All technologies,10,Only urban,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,1,Poon
FSM,Micronesia (Federated States of),Micronesia,East Asia & Pacific,Lower middle income,2011,2011,2020,2030,,50,50,Percent,Electricity ,All technologies,50,Only rural,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,1,Poon
FSM,Micronesia (Federated States of),Micronesia,East Asia & Pacific,Lower middle income,2020,2011,2020,2030,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
FSM,Micronesia (Federated States of),Micronesia,East Asia & Pacific,Lower middle income,2022,2011,2030,2030,,70,70,Percent,Electricity ,All technologies,70,,https://unfccc.int/sites/default/files/NDC/2022-10/Updated%20NDC%20of%20the%20MICRONESIA.pdf,1,Poon
FSM,Micronesia (Federated States of),Micronesia,East Asia & Pacific,Lower middle income,2023,2023,2030,2030,,70,70,Percent,Final energy,All technologies,70,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
MDA,Moldova (Republic of),Moldova,Europe & Central Asia,Upper middle income,2014,2014,2020,2020,,10,10,Percent,Electricity ,All technologies,10,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,
MDA,Moldova (Republic of),Moldova,Europe & Central Asia,Upper middle income,2012,2012,2020,2020,,17,17,Percent,Final energy,All technologies,17,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,Dou
MDA,Moldova (Republic of),Moldova,Europe & Central Asia,Upper middle income,2010,2010,2020,2020,,20,20,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,,Dou
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2009,2009,2020,2050,20,25,23,Percent,Electricity ,All technologies,23,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2015,2009,2020,2050,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2015,2009,2030,2050,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2016,2009,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2021,2009,2023,2050,,40,40,Percent,Electricity ,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2021,2009,2030,2050,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2022,2009,2023,2050,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,1,
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2020,2020,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2023,2020,2030,2050,,30,30,Percent,Final energy,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
MNG,Mongolia,Mongolia,East Asia & Pacific,Upper middle income,2012,2012,2020,2020,,23,23,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,,Dou
MNG,Mongolia,Montenegro,East Asia & Pacific,Upper middle income,2018,2012,2020,2020,20,25,23,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,,Dou
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2017,2017,2020,2020,,51,51,Percent,Electricity ,All technologies,51,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,1,Poon
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,2012,2012,2020,2020,,33,33,Percent,Final energy,All technologies,33,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,Dou
